行政區,地址,樓層,型態,主要用途,房間,客廳,衛浴,有無傢俱,租金,車位類別,備註,出租型態,有無管理員,有無電梯,附屬設備
豐原區,臺中市豐原區南陽路綠山巷７弄１００號二樓之６,二層,華廈(10層含以下有電梯),集合住宅,2,1,1,有,13500,,續租案件；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機
后里區,臺中市后里區甲后路三段２００巷３２弄７號,全,透天厝,住商用,4,2,2,有,16000,,,整棟(戶)出租,無,無,熱水器、洗衣機、瓦斯或天然氣
大雅區,臺中市大雅區雅環路二段２２１巷２號八樓之３,八層,住宅大樓(11層含以上有電梯),住家用,2,1,2,有,17800,,,整棟(戶)出租,有,有,熱水器
潭子區,臺中市潭子區大新路８０巷１號６樓,六層,華廈(10層含以下有電梯),住家用,3,2,2,有,14400,,,整棟(戶)出租,有,有,冷氣、熱水器、瓦斯或天然氣
潭子區,臺中市潭子區甘水路二段１８３巷１５９號２樓,二層,農舍,農舍,3,1,2,無,25000,,多人共同承租2；,分層出租,無,無,冷氣、熱水器
烏日區,臺中市烏日區三榮路一段３４６號,一層,店面(店鋪),店舖,0,0,0,無,33615,坡道平面,含B1層機車位一個。,,有,有,
太平區,臺中市太平區永平南路４５號四樓之３７,四層,華廈(10層含以下有電梯),辦公室,1,0,1,有,4000,,含增建或未登記建物；續租案件；,獨立套房,有,有,冷氣、熱水器、電視機、冰箱、網路
太平區,臺中市太平區環中東路三段６６８號十四樓之８,十四層,住宅大樓(11層含以上有電梯),集合住宅,2,2,1,有,21000,坡道平面,,整棟(戶)出租,有,有,冷氣、熱水器、瓦斯或天然氣
大肚區,臺中市大肚區沙田路二段１３２巷６弄３３號,一層,其他,住家用,3,1,1,有,15000,,,整棟(戶)出租,無,無,冷氣、熱水器
龍井區,臺中市龍井區新興路２９號四樓之４,四層,公寓(5樓含以下無電梯),住家用,1,1,1,有,4900,,續租案件；,獨立套房,有,無,冷氣、熱水器、洗衣機、電視機、冰箱、網路
西屯區,臺中市西屯區西平南巷５弄６３號,全,透天厝,停車空間、住房、樓梯間,4,3,3,有,36000,其他,,整棟(戶)出租,有,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
烏日區,臺中市烏日區高鐵二路２３１號,一層,住宅大樓(11層含以上有電梯),店舖,0,1,1,無,18000,坡道平面,租金總額含管理費；,,有,有,熱水器
南區,臺中市南區福中街４９號５樓之４,五層,華廈(10層含以下有電梯),住家用,3,2,2,有,15000,,續租案件；,整棟(戶)出租,無,有,冷氣、熱水器、冰箱、瓦斯或天然氣
西區,臺中市西區柳川東路二段１４７號５樓之１２,五層,住宅大樓(11層含以上有電梯),集合住宅,1,0,1,有,7500,,續租案件；,獨立套房,有,有,冷氣、熱水器、洗衣機、冰箱
中區,臺中市中區民權路１６４號２０樓之１１,二十層,住宅大樓(11層含以上有電梯),住家用,1,0,1,有,6500,,,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱
西區,臺中市西區向上路一段２１９號八樓之１２,八層,住宅大樓(11層含以上有電梯),住家用,1,0,1,有,8500,,續租案件；,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱
南區,臺中市南區建國南路一段１７９號,全,透天厝,自用倉庫、人行道、店舖、住宅、樓梯間,9,2,4,有,30000,,國家住宅及都市更新中心辦理社會住宅包租代管計畫。,整棟(戶)出租,無,無,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣
西區,臺中市西區五權西六街１３６巷１０號２樓之３,二層,華廈(10層含以下有電梯),住家用,3,2,2,有,14000,,,整棟(戶)出租,無,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣
西區,臺中市西區日新街３０號,全,透天厝,住家用,8,1,8,有,7500,,,分租套房,無,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視、網路
西區,臺中市西區民生路１３５號１４樓之１９,十四層,住宅大樓(11層含以上有電梯),集合住宅,1,1,1,有,10000,,,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視
西區,臺中市西區英才路４７０巷７號４樓之７,四層,華廈(10層含以下有電梯),住家用,1,1,1,有,6840,,租金已扣除管理費1160元,獨立套房,有,有,冷氣、熱水器、冰箱
西屯區,臺中市西屯區福中七街４５號三樓,三層,住宅大樓(11層含以上有電梯),住家用,3,2,2,有,19500,,,整棟(戶)出租,有,有,冷氣、熱水器、瓦斯或天然氣
西屯區,臺中市西屯區政和路１６６號八樓之２,八層,住宅大樓(11層含以上有電梯),住家用,4,2,2,有,30000,坡道平面,多人共同承租3；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣
南屯區,臺中市南屯區大光街１８４巷１２號,全,透天厝,住家用,4,2,3,有,29000,,,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣
西屯區,臺中市西屯區四川三街２９號,全,透天厝,住商用,29,2,31,有,10300,,租金總額含網路費；其他公區使用、清潔服務、垃圾代收、水電修繕；租賃建物部分範圍，且未計入共有部分面積；,分租套房,無,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣、網路
西屯區,臺中市西屯區市政北一路３６５號２０樓之１,二十層,住宅大樓(11層含以上有電梯),機電設備室、集合住宅,5,2,3,無,60000,坡道平面,租金總額含管理費；,分層出租,有,有,熱水器、瓦斯或天然氣
西屯區,臺中市西屯區福順路５６８號１４樓之５,十四層,住宅大樓(11層含以上有電梯),集合住宅,3,2,2,有,39378,坡道平面,,整棟(戶)出租,有,有,冷氣、熱水器、電視機、冰箱、瓦斯或天然氣
南屯區,臺中市南屯區中和南一巷６１號,全,透天厝,住家用,4,2,2,有,37000,,多人共同承租5；,整棟(戶)出租,無,無,冷氣、熱水器、瓦斯或天然氣
西屯區,臺中市西屯區長安路二段６２-５號,全,透天厝,人行步道、店鋪、停車空間、樓梯間、機房、住宅,9,9,9,有,15000,,多人共同承租2；租金總額含水費；瓦斯費；網路費；含增建或未登記建物；租賃建物部分範圍，且未計入共有部分面積；,分租套房,無,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、網路
烏日區,臺中市烏日區中山路一段２之１３號十五樓之１,十五層,住宅大樓(11層含以上有電梯),集合住宅,4,2,2,有,22000,,多人共同承租2；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣
烏日區,臺中市烏日區三榮十六路３６號二樓,全,透天厝,住家用,3,0,1,無,18000,,,分層出租,無,無,冷氣
烏日區,臺中市烏日區三榮十六路３６號一樓,全,透天厝,住家用,1,2,1,無,15000,,,,無,無,冷氣
霧峰區,臺中市霧峰區中正路５２３號八樓之３,八層,華廈(10層含以下有電梯),集合住宅,4,0,4,有,6500,,租金總額含網路費；,分租套房,有,有,冷氣、熱水器、電視機、冰箱、有線電視、網路
太平區,臺中市太平區中平路１巷１３號三樓,三層,華廈(10層含以下有電梯),集合住宅,3,2,1,有,15800,,社會住宅包租代管公會版5期23,整棟(戶)出租,無,有,冷氣、熱水器、瓦斯或天然氣
龍井區,臺中市龍井區茄投路一段８５巷５１號,見其他登記事項,工廠,作業廠房,0,0,0,無,100000,,租金總額含稅；租賃期間有約定不同租金雙方議定每月租金為新台幣壹拾萬元整含稅，自民國114年12月1日起算，每屆滿3年調整一次，每次按調整前一個月租金計算增加3%做為調整後當期之租金；,,無,無,
中區,臺中市中區自由路二段８７號７樓之３,七層,住宅大樓(11層含以上有電梯),集合住宅,3,2,2,有,30000,坡道平面,多人共同承租2；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
西屯區,臺中市西屯區青海路二段２９２-１號,見其他登記事項,其他,住家用,3,2,2,無,34200,,租金總額含稅；,,有,有,冷氣
中區,臺中市中區中華路一段１２１號１０樓之２８,十層,住宅大樓(11層含以上有電梯),集合住宅,2,0,2,有,11000,,,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機
西區,臺中市西區中興街１８５號,見其他登記事項,辦公商業大樓,商業用,0,0,0,無,380000,升降機械,租金總額含稅；,,有,有,冷氣
北區,臺中市北區進化路５２５號四樓之５,四層,住宅大樓(11層含以上有電梯),集合住宅,2,2,1,有,19500,,多人共同承租2；未租賃車位，建物登記含有車位面積；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣
西屯區,臺中市西屯區漢口路二段２７巷３號五樓,五層,華廈(10層含以下有電梯),住家用,3,1,2,有,22000,,社會住宅包租代管公會版5期29,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
西屯區,臺中市西屯區順平路２１８號,全,透天厝,店鋪、住宅、機械室、樓梯間、水塔室,67,67,67,有,15500,,租金總額含水費；網路費；含增建或未登記建物；租賃建物部分範圍，且未計入共有部分面積；,分租套房,無,有,冷氣、熱水器、洗衣機、電視機、冰箱、網路
西屯區,臺中市西屯區西屯路二段２８４巷４之４號,五層,公寓(5樓含以下無電梯),住家用,8,0,8,有,7500,,租金總額含管理費；水費；網路費；其他第四台；,分租套房,無,無,冷氣、熱水器、洗衣機、電視機、冰箱、有線電視、網路
南屯區,臺中市南屯區東興西街１１號二樓之６,二層,住宅大樓(11層含以上有電梯),住家用,1,1,1,有,13700,,,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
南屯區,臺中市南屯區黎明路二段４２０號四樓之１,四層,住宅大樓(11層含以上有電梯),住家用,2,2,1,有,21000,,,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
西屯區,臺中市西屯區青海路一段６７號５樓,五層,華廈(10層含以下有電梯),住家用,3,2,1,有,16000,,,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
豐原區,臺中市豐原區西安街９１巷３號四樓,四層,公寓(5樓含以下無電梯),住家用,2,2,2,無,12000,,,整棟(戶)出租,無,無,冷氣
豐原區,臺中市豐原區三民路１２號八樓之６,八層,住宅大樓(11層含以上有電梯),住家用,1,0,1,有,13000,,,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱
豐原區,臺中市豐原區南陽路國民新村６３號,全,透天厝,住家用,3,2,3,有,13600,,,整棟(戶)出租,無,無,熱水器、瓦斯或天然氣
潭子區,臺中市潭子區頭家路１１６巷３６號７樓之３,七層,住宅大樓(11層含以上有電梯),集合住宅,3,2,2,有,33000,坡道平面,租金總額含管理費；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視
太平區,臺中市太平區中山路二段３９９巷１弄４號,一層,公寓(5樓含以下無電梯),軍眷集合住宅、梯間,3,2,2,有,17500,,社會住宅包租代管公會版5期,整棟(戶)出租,無,無,冷氣、熱水器、瓦斯或天然氣
龍井區,臺中市龍井區新興路２２巷１３號,全,透天厝,住家用,54,0,54,有,5300,,續租案件；,分租套房,無,有,冷氣、電視機
龍井區,臺中市龍井區台灣大道五段２５２巷５號,全,透天厝,住家用,30,0,30,有,5300,,續租案件；,分租套房,無,無,冷氣、電視機
龍井區,臺中市龍井區新興路４０-３-３號,全,透天厝,住家用,30,0,30,有,5400,,續租案件；,分租套房,無,有,冷氣、電視機、冰箱
龍井區,臺中市龍井區新興路１７巷７號,全,透天厝,住家用,48,0,48,有,7000,,續租案件；,分租套房,無,有,冷氣、電視機、冰箱
龍井區,臺中市龍井區新興路４９巷２５號,全,透天厝,住家用,36,0,36,有,9500,,多人共同承租2；,分租套房,無,無,冷氣、洗衣機、冰箱
龍井區,臺中市龍井區遠東街４７號２樓之１１,二層,華廈(10層含以下有電梯),集合住宅,3,2,2,有,30000,坡道平面,機車位1個租金總額含管理費；其他車位清潔費；,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
大肚區,臺中市大肚區遊園路二段２２１號六樓之二,六層,華廈(10層含以下有電梯),住家用,2,2,1,有,12000,,,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱
中區,臺中市中區民族路１２８號,全,透天厝,住商用,4,0,4,無,45000,,租金總額含稅；含增建或未登記建物；,,無,無,
西區,臺中市西區民生路１３５號１７樓之２１,十七層,住宅大樓(11層含以上有電梯),集合住宅,1,0,1,有,7300,,社會住宅包租代管公會版4期續租案件；,獨立套房,有,有,冷氣、熱水器、洗衣機、電視機、冰箱
東區,臺中市東區復興路４段１００號４ F,四層,辦公商業大樓,辦公室,0,0,0,無,110000,升降平面,,,有,有,
南區,臺中市南區公理街２３之１０號,全,透天厝,住宅，停車空間，機電設備空間,4,2,4,有,29000,,此為台中市政府社會住宅包租代管計畫。管理費1000元由出租人負擔。續租案件；,整棟(戶)出租,有,無,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
中區,臺中市中區臺灣大道一段３０６巷３５號五樓之３０,五層,華廈(10層含以下有電梯),商業用,1,1,1,有,8500,,,整棟(戶)出租,無,有,冷氣、熱水器、洗衣機、電視機、冰箱
中區,臺中市中區大誠街２９號６樓之３,六層,住宅大樓(11層含以上有電梯),住家用,1,2,1,有,8000,,此為國家住宅及都市更新中心社會住宅包租代管計畫。,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣
西區,臺中市西區民權路２７７號底一層之１,見其他登記事項,華廈(10層含以下有電梯),商業用,0,0,0,無,68267,坡道平面,租金總額含稅；,,有,有,冷氣
西區,臺中市西區朝陽街１０２號６樓之１,六層,華廈(10層含以下有電梯),集合住宅,2,2,1,有,17800,,,整棟(戶)出租,有,有,冷氣、熱水器、洗衣機、冰箱、瓦斯或天然氣、網路
